IDNUM,PROV,ESTRATOPRI,apoyo_golpe,apoyo_cierre,lider_fuerte,limitar_oposicion,cinismo_democ,prioridad_seguridad,victima_delito,percep_inseguridad,sexo_mujer,educacion_anos,ingresos_rango
2800,1118,1102,0,0,3,4,5,1,1,3,0,6,1108
2461,1118,1102,1,0,4,4,3,0,0,2,0,4,1106
8651,1118,1102,0,0,1,4,3,0,0,3,1,6,1106
1939,1115,1103,1,1,1,4,3,0,1,4,1,5,1111
493,1115,1103,1,1,4,1,3,0,1,3,0,4,1104
8652,1115,1103,0,1,1,7,5,0,0,4,0,1,1105
1268,1115,1103,1,1,3,1,6,0,0,3,0,2,1103
7556,1115,1103,0,1,3,4,4,0,1,4,1,3,1101
9435,1115,1103,0,0,3,3,5,0,0,4,1,1,1104
7100,1115,1103,0,0,3,4,3,0,0,3,0,6,1110
7326,1115,1103,1,1,4,4,2,0,0,4,1,4,1101
2101,1115,1103,0,1,3,4,4,0,0,2,0,6,1115
7738,1115,1103,0,0,4,5,1,0,0,2,0,5,1105
9251,1115,1103,0,0,4,3,2,0,0,3,1,6,1114
4389,1115,1103,1,0,2,4,3,0,0,4,0,4,1103
7668,1115,1103,0,0,1,5,1,0,1,2,0,5,1112
6267,1115,1103,0,1,3,5,2,0,0,4,0,4,1111
3065,1115,1103,1,0,1,2,2,0,0,3,1,4,1106
8872,1108,1107,0,0,3,1,7,0,1,2,1,4,1102
3974,1108,1107,0,0,2,4,6,0,0,2,0,3,1102
6493,1108,1107,0,1,3,3,3,0,0,3,0,4,1105
6073,1108,1107,1,1,2,1,3,0,1,1,0,6,1105
7000,1108,1107,1,0,2,1,1,0,1,3,1,4,1101
8393,1121,1107,0,0,3,4,4,0,1,3,0,5,1103
7472,1121,1107,0,1,4,2,3,0,0,3,1,5,1113
4023,1121,1107,1,1,3,5,3,0,0,3,1,4,1105
2196,1121,1107,1,0,2,1,3,0,0,4,1,5,1108
8921,1121,1107,0,0,3,4,4,0,0,2,0,6,1103
9464,1112,1105,0,1,1,3,4,0,0,3,1,4,1107
7170,1112,1105,0,0,3,5,1,0,0,3,1,4,1106
4760,1112,1104,1,1,1,6,2,0,0,2,1,3,1105
1116,1112,1105,1,1,1,5,2,0,0,3,0,4,1108
2279,1112,1105,1,1,2,6,6,0,1,3,1,4,1107
6755,1112,1104,1,0,1,1,1,0,0,3,1,1,1106
8804,1112,1105,1,1,4,5,4,0,0,2,1,4,1104
5581,1112,1104,1,0,1,2,3,0,0,3,0,6,1110
6847,1112,1105,0,1,3,1,1,0,1,2,0,6,1107
8097,1112,1105,1,1,2,1,4,0,1,3,0,6,1107
2406,1112,1104,0,1,1,7,3,0,0,2,0,4,1110
3151,1112,1104,0,0,2,2,4,0,1,4,0,4,1107
6688,1112,1104,1,0,1,3,5,0,0,4,1,4,1107
6346,1112,1105,1,1,1,3,6,0,1,3,0,6,1101
7774,1112,1104,1,0,2,1,7,0,0,2,0,4,1107
4747,1112,1105,0,0,2,7,6,0,0,3,0,4,1106
8530,1112,1105,0,0,2,5,6,0,0,4,1,4,1107
1783,1112,1105,0,0,3,2,6,0,1,3,1,5,1107
2962,1112,1104,1,0,2,1,2,0,0,3,1,4,1108
4670,1112,1104,0,0,3,2,4,1,0,2,0,6,1111
6093,1122,1104,0,0,2,4,3,0,0,4,0,4,1108
2218,1122,1104,1,1,2,3,4,0,0,3,1,3,1111
9206,1122,1104,1,0,4,4,5,0,1,4,1,5,1102
2373,1122,1104,0,0,3,6,3,0,0,2,1,2,1113
739,1122,1104,1,0,2,7,1,0,1,3,0,5,1101
1044,1122,1104,1,1,2,6,3,1,0,3,1,2,1106
401,1122,1104,1,0,2,1,2,0,0,1,0,4,1106
2082,1122,1104,1,1,1,4,1,0,1,3,0,6,1113
1704,1122,1104,1,1,3,3,2,0,1,3,1,5,1106
4788,1122,1104,1,1,2,5,2,0,0,3,0,6,1113
9273,1122,1104,0,1,3,3,3,0,0,2,1,1,1106
7337,1122,1104,1,0,1,3,5,0,0,4,0,6,1106
6996,1122,1104,1,0,3,3,5,0,0,3,1,4,1102
6374,1122,1104,1,0,3,4,4,0,0,3,1,6,1111
1591,1122,1104,1,1,2,3,5,0,0,3,0,4,1109
1779,1122,1104,0,1,5,3,3,0,0,2,0,4,1108
7435,1122,1104,1,0,4,1,6,0,0,2,0,6,1104
3394,1122,1104,0,0,2,1,5,0,0,2,1,4,1104
1225,1122,1104,1,0,2,2,3,0,0,1,0,6,1105
2572,1122,1104,1,0,3,5,6,0,1,4,0,6,1105
3131,1122,1104,1,0,3,3,4,0,1,3,1,6,1113
6882,1122,1104,1,1,2,4,4,0,1,2,1,4,1104
8699,1122,1104,1,1,4,4,5,0,1,3,0,6,1112
683,1122,1104,1,1,2,3,4,0,0,3,0,6,1112
6835,1122,1104,0,1,3,2,2,0,0,1,0,5,1106
3727,1122,1104,1,0,2,4,2,0,1,2,1,6,1108
8575,1122,1104,1,1,2,4,4,0,0,3,0,6,1110
789,1122,1104,1,1,2,3,5,0,1,2,1,4,1107
4455,1122,1104,1,0,4,1,1,0,0,2,0,5,1111
5445,1122,1104,1,1,2,3,6,0,0,2,0,5,1107
5801,1122,1104,1,1,3,5,3,0,0,1,0,4,1105
4245,1122,1104,1,0,3,1,2,0,0,1,1,5,1105
2108,1122,1104,1,1,4,7,4,0,0,3,0,6,1108
4275,1122,1104,0,0,4,3,4,0,0,2,1,6,1109
6781,1122,1104,0,1,2,5,3,0,0,1,0,4,1105
7720,1122,1104,1,1,4,5,2,0,0,3,0,4,1106
5973,1114,1101,1,0,5,2,1,0,0,1,1,4,1101
1132,1114,1101,1,1,3,2,1,0,1,1,1,0,1102
6631,1114,1101,0,0,2,5,3,0,0,3,0,4,1102
2225,1114,1101,1,1,3,2,2,0,1,4,0,4,1106
6372,1114,1101,1,0,2,4,2,0,0,3,0,4,1104
45,1114,1101,1,1,4,2,2,0,0,2,0,4,1111
6218,1114,1101,0,0,1,3,5,0,0,2,1,4,1101
3901,1114,1101,0,1,2,3,4,0,0,2,0,4,1101
7932,1114,1101,1,0,4,6,3,0,0,3,1,2,1101
5651,1114,1101,1,0,2,3,3,0,1,4,1,3,1108
1018,1114,1101,1,1,4,4,3,0,1,3,0,4,1102
1200,1114,1101,1,1,3,5,3,0,0,1,1,6,1115
6644,1114,1101,1,0,2,2,4,0,0,4,1,4,1102
7576,1114,1101,0,0,2,2,3,0,0,2,1,4,1104
1550,1114,1101,1,0,3,6,3,0,0,2,0,4,1105
1610,1114,1101,0,0,2,6,4,0,0,4,1,1,1103
6971,1114,1101,1,0,4,5,4,0,0,2,0,4,1106
7592,1115,1103,1,0,4,4,2,0,0,3,1,4,1104
6773,1115,1103,0,1,2,4,3,1,0,4,0,4,1105
2492,1115,1103,1,0,3,4,3,0,0,3,1,6,1103
7128,1115,1103,1,0,4,4,7,1,1,3,0,4,1104
3688,1115,1103,0,0,4,3,5,0,1,3,0,4,1108
3142,1115,1103,1,1,3,7,1,1,0,2,0,6,1105
2767,1115,1103,1,1,2,6,1,1,1,3,1,5,1101
7358,1115,1103,0,1,3,5,3,0,0,2,0,2,1106
2258,1115,1103,1,1,3,4,3,0,1,4,0,5,1110
919,1115,1103,1,0,3,5,3,0,0,3,0,4,1104
7530,1115,1103,0,0,3,2,5,1,0,3,1,4,1103
2291,1115,1103,0,0,2,2,3,0,1,4,0,4,1104
3450,1115,1103,0,0,5,5,2,1,0,3,1,4,1105
2799,1115,1103,1,0,2,3,6,1,0,4,0,4,1111
4901,1115,1103,0,1,1,3,6,1,0,4,1,4,1107
4608,1115,1103,1,0,2,1,6,1,0,4,1,6,1104
6983,1115,1103,1,0,3,3,3,1,0,4,1,4,1106
9720,1115,1103,0,0,3,5,1,0,0,1,0,4,1105
4198,1115,1103,1,0,4,4,4,1,0,2,1,4,1105
4309,1115,1103,1,1,4,1,5,1,0,4,0,4,1109
5274,1115,1103,1,0,3,3,1,1,0,4,1,4,1105
2728,1115,1103,0,0,3,2,4,1,0,4,1,1,1103
4318,1115,1103,1,0,2,2,7,1,0,3,1,1,1101
8549,1115,1103,0,0,3,3,4,1,0,3,0,5,1112
9588,1115,1103,0,0,4,5,4,0,0,3,0,5,1115
7156,1115,1103,1,0,3,2,4,0,0,2,1,5,1101
8818,1115,1103,0,0,3,1,3,0,0,2,1,6,1114
3569,1115,1103,0,0,3,3,4,0,0,2,1,5,1114
3549,1115,1103,0,0,3,5,2,1,0,2,0,6,1114
2552,1115,1103,0,0,2,1,3,0,0,2,0,6,1113
1957,1115,1103,0,1,4,3,4,0,0,3,0,4,1103
8446,1115,1103,0,0,2,2,5,0,1,1,1,4,1111
1632,1115,1103,1,0,3,3,3,1,1,2,0,6,1115
7330,1115,1103,1,0,3,5,2,0,0,2,0,5,1113
4910,1115,1103,0,0,4,1,3,0,0,2,1,6,1114
3442,1115,1103,1,1,3,7,4,0,0,3,1,4,1109
4332,1115,1103,0,0,1,1,1,0,1,3,0,6,1111
343,1115,1103,1,1,2,4,4,1,0,4,1,5,1113
6864,1115,1103,1,0,4,1,1,1,1,3,0,6,1114
4733,1115,1103,0,1,3,4,5,0,0,3,0,5,1115
554,1111,1102,1,0,4,2,1,0,1,1,1,6,1108
9686,1111,1102,1,1,2,1,7,0,0,3,1,4,1103
6703,1111,1102,0,1,5,3,1,0,0,1,0,4,1106
2179,1111,1102,0,0,2,1,6,0,0,1,0,1,1104
2786,1111,1102,1,0,4,3,5,0,0,1,1,5,1114
9237,1111,1102,1,1,1,4,4,0,0,2,0,6,1106
6970,1111,1102,0,1,3,4,3,0,0,1,0,3,1105
4889,1111,1102,0,1,1,2,3,0,1,4,0,4,1109
2104,1111,1102,1,1,4,4,2,0,1,3,0,2,1102
8648,1111,1102,0,0,5,2,7,0,0,4,0,1,1104
4656,1111,1102,1,0,1,3,4,0,1,3,0,5,1108
635,1111,1102,0,0,3,6,1,0,0,3,1,1,1101
6879,1111,1102,1,0,2,2,5,0,0,3,1,4,1104
8462,1111,1102,1,0,4,2,6,0,0,3,0,6,1113
7664,1111,1102,1,0,1,4,4,0,1,4,1,6,1107
9783,1111,1102,0,0,3,3,5,0,1,4,1,4,1101
9452,1111,1102,1,0,1,4,4,0,0,4,1,4,1105
2547,1111,1102,1,1,1,6,3,1,1,3,0,4,1104
8104,1111,1102,0,0,3,4,4,0,1,3,1,5,1102
4886,1111,1102,0,0,2,1,2,0,0,2,1,3,1104
3304,1111,1102,0,1,2,4,1,1,1,3,0,4,1111
7796,1111,1102,0,0,2,6,1,0,0,1,0,4,1101
7107,1111,1102,1,1,2,1,7,0,0,4,0,1,1105
2409,1111,1102,0,0,2,4,5,0,0,4,1,4,1106
5140,1111,1102,0,0,2,4,4,0,0,3,1,6,1111
3747,1111,1102,0,1,3,2,3,0,1,3,0,4,1110
2626,1120,1101,1,0,3,4,2,0,1,4,0,6,1112
5264,1120,1101,1,0,3,2,1,0,0,1,1,6,1114
7431,1120,1101,0,0,3,3,4,0,1,2,0,5,1109
3573,1120,1101,0,1,2,4,2,0,0,4,1,1,1103
8068,1120,1101,0,0,2,3,1,0,0,3,0,6,1115
4122,1120,1101,0,0,3,4,2,0,0,2,1,6,1113
525,1109,1107,1,0,3,3,6,0,1,2,1,4,1101
7015,1109,1107,1,1,3,4,5,0,0,2,1,5,1101
3723,1109,1107,1,0,2,2,5,0,0,2,1,4,1101
1449,1109,1107,1,1,5,6,3,0,1,1,0,4,1109
249,1109,1107,1,0,4,4,4,1,0,2,0,4,1106
270,1109,1107,1,1,4,1,7,0,0,4,0,6,1106
4162,1109,1107,1,0,3,3,4,0,1,2,0,5,1108
3162,1112,1105,0,0,2,3,3,0,1,4,0,4,1104
6569,1112,1105,0,0,2,1,4,0,0,2,1,4,1104
5202,1112,1105,1,0,2,1,3,0,0,3,0,5,1108
3648,1112,1105,0,0,2,1,2,0,0,4,0,6,1112
81,1112,1105,0,0,3,4,1,0,0,3,1,6,1101
1177,1112,1105,0,0,2,1,3,1,0,2,1,6,1107
8576,1112,1105,1,1,2,1,3,0,1,4,1,5,1102
499,1112,1105,1,0,4,1,3,0,0,3,0,6,1110
9144,1112,1105,0,1,2,4,3,0,0,3,0,5,1104
8217,1112,1105,0,0,4,1,4,0,0,4,1,2,1101
5077,1112,1105,0,0,3,4,4,0,1,3,1,1,1101
