IDNUM,PROV,ESTRATOPRI,apoyo_golpe,apoyo_cierre,lider_fuerte,limitar_oposicion,cinismo_democ,prioridad_seguridad,victima_delito,percep_inseguridad,sexo_mujer,educacion_anos,ingresos_rango
2277,1115,1103,1,0,3,2,7,1,1,4,1,4,1105
9874,1115,1103,1,1,4,4,5,1,0,3,1,5,1111
2387,1115,1103,0,1,4,1,1,0,0,3,1,6,1112
2585,1115,1103,1,1,4,5,3,0,0,2,1,3,1104
3828,1115,1103,0,0,4,1,3,1,1,3,0,6,1111
1363,1115,1103,1,0,2,1,4,0,1,2,0,6,1115
1446,1115,1103,0,1,1,4,2,0,0,2,0,5,1102
224,1115,1103,1,0,3,4,5,1,0,3,0,2,1111
805,1115,1103,0,1,3,3,4,0,0,2,0,6,1111
1661,1115,1103,0,1,3,5,2,0,0,2,0,6,1107
4900,1115,1103,1,1,3,5,4,0,0,4,1,4,1104
2590,1115,1103,1,1,3,4,1,0,1,4,1,4,1107
9079,1115,1103,1,0,2,2,7,1,0,1,0,4,1108
2199,1115,1103,0,1,1,5,3,0,0,3,1,6,1106
1203,1115,1103,0,0,3,3,6,0,0,2,0,6,1113
2123,1115,1103,1,0,3,4,4,1,0,3,1,4,1114
8374,1115,1103,0,0,1,1,4,1,1,3,1,5,1106
7097,1115,1102,1,0,2,6,3,0,0,3,1,6,1105
1189,1115,1102,0,0,3,3,5,0,0,4,1,5,1106
1549,1115,1103,1,0,3,3,5,0,1,4,0,4,1108
9694,1115,1102,1,0,3,2,5,0,1,3,0,4,1103
7579,1115,1103,1,0,3,4,3,1,1,1,0,6,1112
3144,1115,1103,1,0,3,3,6,0,1,3,1,4,1107
9653,1115,1102,0,1,4,5,7,0,0,3,0,4,1104
1589,1115,1102,1,1,4,7,3,0,0,2,1,3,1105
8090,1115,1103,1,0,4,5,3,0,0,3,0,6,1111
7012,1115,1102,1,0,3,6,3,0,1,2,1,4,1105
666,1115,1102,1,1,1,4,5,0,1,2,0,3,1105
9161,1115,1102,1,0,2,3,4,0,1,3,0,6,1115
9386,1115,1103,0,1,2,3,1,0,1,4,1,4,1106
2464,1115,1103,1,1,4,5,4,0,0,3,1,4,1103
765,1115,1102,1,1,2,2,6,0,0,3,0,4,1103
6371,1115,1102,0,1,5,4,3,0,1,4,1,6,1106
9846,1115,1102,0,0,2,3,5,0,1,3,0,4,1106
7444,1115,1102,1,1,2,3,5,1,1,3,1,2,1108
4236,1115,1103,0,1,2,1,6,0,0,3,0,4,1107
6440,1115,1103,0,0,3,4,4,0,0,3,1,5,1106
6084,1115,1103,1,0,2,1,3,0,0,3,1,4,1106
7315,1115,1103,1,0,2,5,1,0,1,4,0,5,1109
5056,1120,1106,0,0,2,4,5,0,0,4,1,4,1103
3075,1120,1101,1,1,3,5,3,1,1,3,0,6,1107
1283,1120,1106,1,1,3,4,1,0,0,1,1,2,1101
6173,1120,1106,0,0,1,1,1,0,0,1,0,6,1107
7126,1120,1106,0,1,4,3,3,0,0,1,0,4,1109
1719,1120,1101,0,1,4,4,1,0,1,4,0,6,1106
4364,1120,1106,0,0,1,2,3,0,0,4,1,5,1104
3318,1120,1101,1,0,1,6,6,0,0,3,1,5,1105
709,1120,1101,1,0,2,1,7,0,1,3,1,4,1107
7212,1120,1101,1,0,2,4,3,1,1,4,0,4,1102
8641,1120,1106,1,1,3,2,4,0,0,1,0,4,1108
3854,1120,1106,0,0,2,3,1,0,0,2,0,5,1105
8749,1114,1101,0,0,2,2,1,0,0,4,1,5,1112
1732,1114,1101,1,1,3,4,4,1,0,3,1,4,1105
3013,1114,1101,1,1,3,1,4,0,0,2,0,3,1107
8421,1114,1101,1,1,1,1,3,0,1,4,0,4,1109
8418,1114,1101,1,0,3,5,3,0,0,1,1,4,1104
9401,1114,1101,0,1,2,1,1,0,0,1,0,4,1108
9102,1114,1101,1,0,4,3,4,0,0,2,0,6,1107
3882,1114,1101,1,1,4,2,5,0,0,2,0,5,1102
212,1114,1101,1,1,2,6,3,0,1,2,0,6,1111
1168,1114,1101,0,0,4,1,1,0,0,2,0,5,1111
6121,1114,1101,0,0,3,5,3,0,1,2,1,4,1108
9075,1114,1101,1,1,2,7,4,0,1,3,0,4,1106
8233,1114,1101,0,0,2,5,4,0,1,4,1,6,1107
5832,1114,1101,0,0,3,3,3,0,1,3,0,5,1108
5697,1114,1101,1,0,4,5,3,0,0,1,0,4,1103
7011,1114,1101,0,0,4,1,3,0,0,2,0,6,1112
9903,1114,1101,1,0,1,2,2,0,1,4,1,3,1102
3058,1114,1101,1,1,2,3,3,0,1,3,1,5,1104
9055,1115,1103,1,0,4,4,3,0,1,2,0,4,1112
5622,1115,1103,0,0,4,2,5,0,0,2,1,5,1104
4042,1115,1103,0,0,4,1,1,0,0,4,0,6,1114
8123,1115,1103,0,0,1,3,4,1,0,4,1,5,1104
6449,1115,1103,1,0,1,5,2,1,1,4,0,3,1106
4550,1115,1103,1,1,2,5,1,1,0,3,1,5,1111
1571,1115,1103,1,1,3,1,4,0,0,4,1,1,1103
2817,1115,1103,1,0,3,4,4,1,0,4,1,6,1111
5782,1115,1103,0,1,3,2,2,0,1,3,1,4,1103
927,1115,1103,1,0,4,4,6,0,1,4,0,4,1107
6140,1115,1103,1,0,2,3,2,0,0,2,0,5,1115
4967,1115,1103,1,1,3,4,4,0,1,4,1,5,1106
5352,1115,1103,1,1,2,7,1,0,0,3,1,4,1102
109,1115,1103,0,0,2,4,4,1,0,3,1,5,1111
7490,1115,1103,1,1,3,2,4,1,1,4,0,4,1107
5680,1115,1103,0,0,2,1,7,1,0,4,1,1,1103
4476,1115,1103,0,1,2,3,4,1,1,4,0,3,1103
1738,1115,1103,1,1,2,5,5,1,1,3,0,4,1111
5545,1115,1103,0,0,3,1,1,1,1,3,0,5,1112
1792,1120,1101,1,1,1,5,3,0,1,2,0,5,1104
7354,1120,1106,1,0,2,7,1,0,0,4,0,2,1104
4141,1120,1101,1,1,2,5,4,0,0,1,0,4,1101
9531,1120,1101,0,0,3,3,5,0,0,3,1,4,1101
90,1120,1101,0,0,3,4,4,0,0,2,1,6,1102
5279,1120,1106,1,1,1,3,5,0,0,1,1,4,1101
8514,1120,1106,0,0,1,4,4,0,0,2,1,6,1101
8034,1120,1101,1,0,3,4,3,0,1,1,0,6,1106
6941,1120,1106,0,1,2,4,1,0,1,4,1,4,1105
3410,1120,1106,1,0,2,3,1,0,0,1,0,5,1109
5723,1120,1101,1,0,3,4,4,0,1,4,1,5,1103
5471,1114,1101,0,0,1,7,3,0,0,4,1,0,1101
7223,1114,1101,0,0,3,4,3,0,1,2,0,5,1105
7868,1114,1101,0,0,1,1,1,0,0,3,0,6,1112
16,1114,1101,0,0,4,2,3,0,0,2,0,1,1104
5852,1114,1101,0,0,4,6,2,0,1,4,0,2,1102
7401,1114,1101,0,0,1,1,7,0,0,4,1,1,1101
5501,1114,1101,1,1,3,6,5,0,1,3,0,4,1104
2168,1114,1101,1,1,3,4,3,1,1,3,0,4,1106
8802,1101,1104,1,1,2,5,3,0,0,1,1,2,1102
5248,1101,1104,0,1,4,3,5,0,0,1,0,4,1104
1420,1101,1104,1,1,3,1,3,0,1,3,1,4,1102
7616,1101,1104,1,1,2,2,5,1,0,1,0,2,1103
8911,1101,1104,1,0,4,3,1,0,0,1,0,1,1102
4166,1101,1104,0,1,3,1,4,0,1,2,1,5,1102
8227,1107,1103,0,1,1,5,6,1,0,4,0,6,1113
2928,1107,1103,0,0,3,4,5,0,0,4,1,4,1107
4891,1107,1103,1,1,1,2,3,1,1,2,1,4,1107
5927,1107,1103,1,0,3,2,5,0,0,3,1,5,1111
1869,1107,1103,1,0,3,1,1,0,1,3,0,6,1115
5178,1107,1103,0,0,2,1,1,0,0,3,0,6,1113
1653,1107,1103,1,1,4,4,3,1,1,4,1,5,1105
1876,1107,1103,0,0,5,6,1,0,0,1,1,4,1108
8541,1107,1103,0,0,3,1,2,0,0,3,1,6,1108
2374,1107,1103,0,0,3,2,4,1,0,1,0,6,1112
5329,1107,1103,1,1,1,3,2,1,0,4,1,6,1114
2549,1107,1103,1,1,4,3,4,0,0,3,0,6,1114
7782,1107,1103,0,1,1,1,7,0,0,3,0,6,1115
8655,1107,1103,1,1,3,2,7,0,0,4,0,3,1102
9675,1107,1103,1,1,2,4,1,0,0,4,0,5,1110
3104,1107,1103,0,0,1,2,2,0,0,2,0,6,1112
6539,1115,1103,0,1,2,3,1,0,1,4,1,5,1106
9673,1115,1103,1,0,1,4,7,0,0,2,1,4,1107
9851,1115,1103,1,1,2,4,5,1,0,4,0,4,1111
4372,1115,1103,1,0,2,3,4,0,0,2,1,6,1106
1471,1115,1103,1,1,2,2,2,0,0,3,0,5,1112
3423,1115,1103,1,0,4,5,2,0,0,3,0,4,1111
4316,1115,1103,1,1,1,2,6,0,0,4,0,4,1106
1836,1115,1103,0,0,2,4,1,0,1,4,1,4,1107
7740,1115,1103,0,0,3,1,2,0,0,2,0,5,1112
9777,1115,1103,0,0,3,1,4,0,0,2,0,4,1111
6273,1115,1103,1,0,2,3,2,0,0,2,1,6,1108
8091,1115,1103,0,0,2,3,1,0,1,4,0,3,1108
3548,1104,1102,0,0,2,3,4,0,0,2,1,3,1102
5433,1104,1102,0,1,4,2,2,0,1,4,0,6,1112
3667,1104,1102,1,1,3,3,3,0,0,3,0,4,1101
6293,1104,1102,1,1,2,5,4,1,1,4,0,5,1107
8893,1104,1102,1,0,2,7,7,0,1,3,1,6,1106
2088,1104,1102,1,0,2,4,6,1,0,2,0,5,1107
1378,1104,1102,1,0,1,2,4,0,1,2,1,6,1107
4692,1104,1102,0,0,2,4,5,0,1,3,0,2,1102
5935,1118,1102,1,0,2,4,4,0,0,3,1,3,1104
4056,1118,1102,0,0,3,5,3,0,0,3,1,6,1110
4564,1118,1102,0,0,3,4,2,0,1,1,0,5,1113
8741,1118,1102,1,1,3,2,4,0,1,3,0,6,1115
1716,1118,1102,1,0,2,6,3,0,1,3,1,3,1112
9734,1106,1106,1,0,4,4,4,0,0,2,1,6,1112
3350,1106,1104,1,1,3,3,3,1,1,2,0,4,1105
3128,1106,1104,0,0,2,3,6,0,1,3,1,2,1103
2569,1106,1106,1,1,2,6,1,0,0,2,1,6,1108
6548,1106,1106,1,0,3,4,3,0,1,3,0,6,1108
177,1106,1106,0,0,3,3,5,0,0,3,1,2,1101
2815,1106,1104,0,1,2,6,3,1,0,3,1,4,1103
5230,1106,1106,1,0,3,5,3,0,0,1,0,2,1103
4302,1106,1104,0,0,4,5,2,0,0,1,1,2,1105
2643,1106,1104,1,1,2,2,5,0,0,3,0,6,1107
8713,1106,1106,1,0,4,2,5,0,1,3,0,6,1113
3342,1106,1104,1,0,3,5,4,0,0,2,0,3,1105
4471,1111,1102,1,0,2,3,3,0,1,3,1,5,1114
6591,1106,1106,0,0,4,3,4,0,0,2,0,2,1104
5482,1106,1106,0,1,3,4,1,0,0,2,1,5,1101
2657,1106,1106,1,1,3,3,6,0,1,2,0,3,1104
4744,1106,1106,0,0,5,1,3,0,0,1,1,0,1101
1598,1106,1106,0,0,3,3,6,0,0,1,0,1,1111
944,1106,1106,0,0,1,2,3,0,0,2,0,4,1104
2787,1106,1106,0,0,1,1,1,0,0,1,1,6,1113
3182,1106,1106,0,0,4,4,3,0,0,3,1,6,1104
1637,1106,1106,1,1,1,1,4,0,0,4,0,2,1110
628,1106,1106,0,1,4,2,5,0,0,2,0,2,1102
2134,1115,1103,0,0,3,2,7,1,0,3,1,6,1103
729,1115,1103,0,0,4,7,1,0,0,2,0,5,1108
859,1115,1103,1,1,2,1,4,0,1,3,0,6,1115
8821,1115,1103,0,1,3,5,4,0,1,4,1,6,1111
4582,1115,1103,0,1,1,1,3,0,0,2,1,6,1102
327,1115,1103,0,0,2,1,2,0,0,2,1,5,1113
3352,1115,1103,1,0,2,3,4,1,0,3,1,4,1107
708,1115,1103,1,1,2,2,2,0,0,1,1,4,1107
2791,1115,1103,1,0,3,4,4,0,0,3,0,4,1108
6887,1115,1103,1,0,4,1,4,1,1,2,0,5,1112
720,1115,1103,0,0,1,3,3,0,0,2,1,5,1115
5263,1115,1103,1,0,2,6,6,1,0,4,1,4,1113
7501,1115,1103,1,0,3,2,7,1,0,2,0,4,1105
4378,1115,1103,0,1,1,4,7,0,0,2,0,4,1102
882,1115,1103,1,1,2,5,3,0,0,3,0,4,1105
6315,1113,1101,0,0,4,1,1,0,0,3,1,6,1115
9032,1113,1101,0,0,2,3,2,0,1,2,0,6,1114
7829,1113,1101,1,1,5,7,1,0,0,4,1,1,1104
5682,1113,1101,1,0,1,1,6,0,1,4,1,4,1108
8055,1113,1106,0,1,4,2,6,0,1,3,1,6,1102
1389,1113,1106,1,1,3,7,3,0,0,3,1,3,1101
8484,1113,1101,0,1,1,2,7,0,1,3,0,5,1104
252,1113,1106,1,1,3,1,5,0,0,4,1,1,1102
9559,1113,1106,1,1,2,5,5,0,0,4,0,2,1101
1552,1113,1106,0,0,2,1,4,0,0,2,0,1,1101
7963,1113,1106,1,1,3,1,1,0,0,1,1,4,1101
8002,1113,1106,0,1,2,4,4,0,0,1,0,4,1105
9096,1113,1101,0,0,2,4,3,0,0,3,0,5,1105
7974,1113,1106,1,1,3,7,1,0,1,3,1,2,1101
7815,1113,1101,0,0,3,2,1,0,0,2,0,4,1106
9367,1113,1106,1,1,4,5,2,0,0,3,0,4,1104
9957,1113,1101,1,0,2,1,1,1,0,1,0,4,1110
7488,1113,1106,1,0,3,5,2,0,0,3,1,2,1102
6306,1121,1107,0,0,1,1,7,0,1,2,0,4,1104
5667,1121,1107,0,0,3,1,7,0,0,3,1,3,1103
8433,1121,1107,1,0,5,4,5,0,0,3,0,4,1105
9031,1121,1107,0,0,2,4,4,0,1,2,0,4,1108
9804,1121,1107,0,0,3,3,7,0,0,3,1,3,1105
2879,1121,1107,0,0,3,1,7,0,0,2,1,3,1105
8784,1121,1107,1,0,1,1,6,0,1,2,0,4,1105
4560,1121,1107,0,0,3,4,4,0,1,3,0,3,1103
7910,1121,1107,1,1,3,3,6,0,0,3,1,4,1105
1037,1121,1107,0,1,2,1,7,0,0,3,1,2,1101
5046,1121,1107,0,1,3,5,5,0,0,3,0,4,1109
338,1121,1107,1,1,3,7,7,0,0,2,1,4,1101
5965,1121,1107,0,0,2,7,2,0,0,3,0,5,1107
2213,1121,1107,0,1,3,3,4,0,0,3,0,3,1106
4399,1103,1107,0,0,3,3,4,0,0,2,0,1,1103
6674,1103,1107,0,1,4,4,1,0,0,3,1,6,1103
51,1103,1107,0,0,2,6,3,0,1,4,0,6,1115
8305,1103,1107,0,0,2,3,3,0,0,2,1,6,1111
5082,1103,1107,0,0,2,1,6,0,0,3,0,2,1106
7067,1103,1107,1,1,1,6,3,0,0,2,0,5,1105
5969,1103,1107,0,0,1,2,1,0,0,2,1,6,1108
6050,1103,1107,0,0,2,4,1,0,0,1,0,5,1106
8126,1103,1107,1,1,3,2,5,0,0,4,1,6,1108
1579,1103,1107,0,1,2,4,5,0,0,1,1,1,1103
2203,1103,1107,0,0,2,1,2,0,0,2,0,6,1111
503,1125,1104,0,0,2,6,3,1,1,3,1,6,1113
3436,1125,1104,1,1,1,5,3,0,1,3,0,6,1112
1387,1125,1104,1,1,3,7,4,0,0,3,0,2,1105
7629,1125,1104,1,1,3,4,4,0,0,3,0,6,1109
7854,1125,1104,1,1,4,7,4,0,0,4,1,3,1102
4362,1125,1104,1,1,3,5,2,0,0,4,0,4,1101
1761,1125,1104,1,0,3,4,3,0,0,3,1,4,1103
6298,1125,1104,1,0,2,7,2,0,1,4,0,4,1104
4426,1125,1104,1,0,3,7,5,0,1,4,0,5,1106
5589,1125,1104,1,0,3,7,7,0,0,3,1,2,1103
9438,1125,1104,1,0,3,1,1,0,0,2,0,5,1113
7291,1125,1104,0,0,2,4,6,0,0,1,1,2,1101
2162,1125,1104,1,0,1,4,4,0,0,4,1,3,1106
924,1105,1107,0,0,4,4,1,0,1,2,0,6,1115
9115,1105,1107,1,0,1,3,2,0,1,4,1,4,1103
5706,1105,1107,0,0,2,4,4,0,1,3,1,4,1103
778,1105,1107,0,0,1,2,3,0,0,3,1,5,1112
8664,1105,1107,1,0,1,1,3,0,0,2,0,6,1107
3779,1105,1107,1,1,3,1,3,0,1,3,0,6,1113
9229,1105,1107,0,0,5,1,1,0,0,2,1,6,1106
681,1105,1107,1,0,2,3,2,0,1,2,1,6,1112
1400,1105,1107,0,0,2,1,3,0,0,3,0,6,1111
6465,1102,1106,1,0,3,4,4,0,0,2,0,4,1108
1558,1102,1106,0,0,1,1,3,0,0,1,1,2,1101
6347,1102,1106,1,1,2,7,5,0,0,3,1,1,1104
5859,1102,1106,0,0,3,4,5,0,0,3,1,6,1108
5450,1102,1106,1,1,4,7,2,0,1,2,0,6,1111
8223,1102,1106,1,0,5,6,4,0,1,2,0,2,1104
6462,1102,1106,0,0,3,4,3,1,0,2,0,4,1105
1402,1102,1106,1,0,1,2,3,0,0,2,1,2,1109
1324,1102,1106,1,0,3,4,3,0,0,3,0,6,1111
7094,1102,1106,1,0,3,2,2,0,0,3,0,6,1114
1525,1102,1106,0,0,3,4,3,0,0,1,0,6,1103
4499,1102,1106,0,0,2,3,5,0,1,4,0,6,1101
850,1102,1106,0,0,4,3,5,0,0,1,1,3,1104
7395,1102,1106,0,0,3,1,1,0,0,2,1,6,1106
5860,1102,1106,1,0,3,5,3,0,0,2,1,4,1102
853,1102,1106,1,0,3,1,4,0,0,3,0,6,1112
260,1102,1106,1,0,3,2,2,0,1,3,0,5,1107
5551,1102,1106,1,0,5,4,3,0,0,3,0,1,1102
3489,1102,1106,1,1,3,6,3,0,1,3,1,4,1104
2884,1102,1106,0,0,3,7,1,0,0,4,1,2,1105
8003,1102,1106,1,0,3,5,2,0,0,3,1,2,1101
8215,1102,1106,1,1,5,1,4,0,0,1,1,3,1107
7111,1102,1106,0,0,4,5,4,0,0,2,0,4,1112
3574,1104,1102,1,1,2,1,1,0,0,2,1,6,1103
5985,1104,1102,1,1,2,4,3,0,0,3,1,6,1105
2521,1104,1102,0,1,5,5,4,0,1,4,0,4,1105
5685,1104,1102,0,0,2,1,7,0,0,3,0,6,1110
6845,1104,1102,0,0,2,1,1,0,0,4,1,3,1105
6201,1104,1102,1,1,3,3,4,0,1,3,0,6,1105
1258,1104,1102,0,0,2,2,1,0,0,2,0,6,1111
9900,1104,1102,1,1,2,7,1,0,1,4,1,4,1106
9972,1104,1102,0,0,2,2,5,0,1,3,1,5,1106
8803,1104,1102,1,1,1,5,5,0,0,2,0,4,1104
5628,1104,1102,1,1,3,3,1,0,1,3,1,6,1109
1216,1115,1103,0,1,4,7,4,1,0,4,0,4,1106
8703,1115,1103,0,0,3,4,4,0,0,2,0,4,1110
2139,1115,1103,0,0,2,4,4,0,0,4,0,4,1106
7894,1115,1103,1,1,1,1,7,0,0,4,0,4,1103
735,1115,1103,0,0,3,4,4,1,1,4,1,4,1106
5903,1115,1103,1,0,3,5,2,0,0,3,0,4,1108
7405,1115,1103,0,0,3,4,1,0,0,4,1,4,1108
8288,1115,1103,0,0,3,3,3,0,1,3,1,5,1108
5522,1115,1103,0,0,3,5,1,0,0,2,1,3,1103
5137,1114,1101,1,0,1,3,4,1,0,4,0,4,1108
5565,1114,1101,0,1,2,4,3,0,0,3,1,5,1112
6944,1114,1101,0,0,4,5,3,0,1,2,0,3,1105
6660,1114,1101,0,0,1,3,6,0,0,4,0,1,1104
5315,1114,1101,1,1,2,5,4,0,1,3,0,4,1107
7037,1114,1101,0,0,2,1,2,0,0,3,1,5,1104
8586,1114,1101,0,0,4,5,2,0,0,3,1,4,1102
7344,1114,1101,0,1,3,5,2,0,1,3,0,6,1106
5865,1114,1101,0,0,3,3,4,0,0,3,1,6,1106
8351,1114,1101,0,0,4,4,4,0,0,3,0,4,1104
3921,1114,1101,0,1,1,5,7,0,1,4,0,4,1107
5431,1114,1101,1,1,3,3,3,0,1,2,0,4,1107
7841,1114,1101,1,1,2,5,4,0,1,4,1,4,1101
2320,1114,1101,0,1,1,4,4,0,1,4,1,4,1105
7034,1115,1103,0,0,3,1,3,0,0,2,0,4,1112
6443,1115,1103,1,1,5,4,2,1,1,3,1,6,1109
2949,1115,1103,1,0,3,4,5,0,0,3,1,1,1104
4877,1115,1103,1,0,2,6,2,1,0,4,1,3,1105
7499,1115,1103,1,1,3,3,4,0,1,3,1,4,1110
6457,1115,1103,1,0,2,4,2,1,0,4,0,4,1108
3115,1115,1103,1,1,2,4,3,1,1,4,0,6,1111
2529,1115,1103,1,1,3,3,2,0,1,4,0,5,1108
1406,1115,1103,0,1,2,4,3,1,0,2,0,6,1113
8948,1115,1103,1,0,1,7,4,0,1,4,0,3,1106
4200,1115,1103,1,1,4,1,3,0,1,3,0,6,1108
5858,1115,1103,1,0,2,4,2,1,0,3,1,5,1107
4809,1106,1106,0,0,3,1,7,0,0,3,1,4,1108
393,1106,1106,1,1,3,3,3,0,0,2,1,6,1111
1797,1106,1106,0,0,3,1,4,0,1,3,0,6,1109
9420,1106,1106,0,0,3,5,3,0,0,4,1,5,1104
5106,1106,1106,1,1,3,3,1,0,0,3,1,5,1113
7706,1106,1106,0,0,2,1,1,0,0,3,0,6,1111
1058,1106,1106,0,0,2,6,2,0,0,3,0,4,1112
1372,1106,1106,0,0,2,4,2,0,1,3,0,4,1105
9862,1106,1106,0,0,1,3,5,0,1,4,1,4,1104
4968,1106,1106,1,1,2,1,4,0,0,3,0,5,1109
7771,1106,1106,1,0,3,2,1,0,0,3,0,4,1107
8081,1106,1106,0,0,2,2,1,0,0,3,0,6,1109
6309,1106,1106,0,1,2,4,3,0,0,2,0,5,1112
8882,1106,1106,0,0,3,4,2,0,0,2,1,6,1106
3061,1106,1106,1,0,3,4,4,0,0,2,0,5,1110
6587,1106,1106,1,1,4,3,2,0,0,2,1,5,1113
6092,1106,1106,0,0,3,4,3,0,1,3,1,5,1109
8604,1106,1106,1,0,5,4,5,0,1,2,0,5,1114
6658,1106,1106,0,0,2,5,5,0,0,1,1,0,1105
2046,1106,1106,1,0,2,2,5,1,0,4,0,4,1106
9478,1106,1106,0,0,3,3,2,0,0,4,1,6,1106
4104,1106,1106,1,1,3,4,1,0,1,3,1,6,1111
8166,1106,1106,1,1,1,2,5,0,0,2,0,4,1103
3401,1106,1106,1,0,2,5,3,0,0,3,1,4,1110
4060,1106,1106,1,0,3,3,2,0,0,1,1,4,1107
4400,1106,1106,1,1,4,4,3,0,0,1,0,6,1113
4613,1115,1103,0,0,2,3,5,0,0,3,0,6,1115
9784,1115,1103,0,0,2,5,4,1,1,3,1,6,1109
8755,1115,1103,0,0,4,4,4,0,0,3,1,4,1106
4492,1115,1103,0,0,2,2,7,0,1,3,0,4,1107
2080,1115,1103,1,0,2,3,2,0,1,4,0,3,1114
933,1115,1103,0,1,3,4,4,0,1,4,1,5,1110
4463,1104,1102,1,1,1,2,7,0,0,2,0,5,1105
3900,1104,1102,1,0,1,6,5,0,0,3,1,1,1103
6804,1104,1102,1,1,1,1,6,0,1,3,1,1,1102
1524,1104,1102,1,0,4,3,5,0,0,2,1,5,1102
331,1104,1102,0,1,1,3,7,0,1,4,0,6,1112
1513,1104,1102,1,1,3,4,2,0,0,3,0,6,1114
8851,1104,1102,0,1,3,4,1,0,0,2,1,5,1104
7727,1104,1102,0,1,2,1,7,0,0,2,1,6,1106
9073,1104,1102,0,0,2,3,3,0,0,3,0,3,1107
5516,1104,1102,0,0,2,1,7,0,1,3,0,4,1104
942,1104,1102,1,1,2,3,5,0,0,3,0,5,1106
4755,1120,1101,0,0,2,1,1,0,0,2,1,6,1111
1432,1120,1101,0,0,3,5,3,0,0,2,0,4,1105
1370,1120,1101,0,0,3,4,1,0,1,2,0,6,1114
256,1120,1101,0,0,3,5,5,0,1,3,0,6,1106
8273,1120,1101,1,1,3,6,2,1,1,3,0,4,1107
7237,1120,1101,1,0,1,2,3,0,1,4,1,4,1111
6321,1120,1101,0,0,3,3,4,0,0,4,1,3,1103
4512,1120,1101,0,0,1,1,3,0,0,4,0,5,1103
4888,1120,1101,0,1,3,5,4,0,0,1,1,4,1104
2891,1120,1101,1,1,2,3,3,0,1,4,1,5,1104
4610,1101,1104,1,0,3,5,4,0,0,2,0,2,1102
1906,1101,1104,0,0,2,2,5,0,0,3,1,1,1103
9118,1101,1104,0,0,1,5,7,0,1,1,0,3,1104
8916,1101,1104,1,0,3,4,3,0,0,2,1,2,1103
6386,1101,1104,0,0,4,3,3,0,0,1,0,4,1105
6990,1115,1103,1,0,4,5,3,0,0,3,1,6,1112
1745,1115,1103,0,0,2,1,7,0,0,3,0,6,1114
5564,1115,1103,1,1,1,4,4,0,0,2,1,4,1103
2804,1115,1103,1,0,3,4,4,0,1,2,1,6,1115
5201,1115,1103,0,0,5,4,2,0,0,3,0,4,1110
5810,1115,1103,1,1,3,4,1,0,1,4,0,4,1104
9697,1115,1103,1,1,4,2,4,1,0,3,1,5,1111
2599,1115,1103,1,0,1,5,3,0,1,4,0,6,1106
1665,1115,1103,1,1,2,3,4,0,1,4,0,4,1107
1464,1115,1103,0,0,3,1,1,0,0,2,0,5,1110
988,1115,1103,0,0,3,4,3,0,0,3,1,6,1104
4883,1112,1104,1,0,4,4,5,0,0,2,0,6,1108
9587,1112,1104,1,1,4,3,4,0,0,1,0,4,1101
1174,1112,1104,1,1,2,2,4,0,0,2,0,4,1104
3060,1112,1104,0,1,4,1,4,0,0,2,0,5,1105
5229,1112,1104,1,0,4,4,2,0,1,2,1,4,1107
122,1112,1104,1,1,3,2,2,0,0,2,0,6,1113
340,1112,1104,1,0,5,5,2,0,0,3,1,4,1106
2968,1112,1104,1,1,3,2,5,0,0,3,1,6,1108
6573,1112,1104,1,1,5,7,3,0,0,2,1,6,1110
8682,1112,1104,1,1,3,4,3,0,0,1,1,1,1103
9086,1112,1104,1,1,2,1,7,0,0,4,1,2,1102
7392,1112,1104,0,0,2,4,5,0,0,2,0,5,1105
2499,1102,1101,1,0,2,5,3,0,0,2,1,6,1113
5702,1102,1101,1,1,2,2,5,0,1,2,1,5,1103
6494,1102,1101,0,0,4,4,4,0,1,2,1,5,1107
3701,1102,1101,0,0,2,1,4,0,0,2,0,5,1104
4243,1102,1101,0,0,2,6,3,0,0,2,0,5,1106
6604,1113,1101,0,0,1,3,5,0,0,4,1,3,1101
1232,1113,1101,1,1,4,3,3,0,0,4,0,6,1107
539,1113,1101,1,0,3,3,5,1,0,2,0,5,1107
4216,1114,1101,1,1,2,4,4,1,0,3,0,4,1112
1636,1114,1101,0,0,1,1,3,0,0,3,1,4,1106
8621,1113,1101,1,1,3,3,3,0,0,3,0,5,1107
2852,1113,1101,1,0,2,2,6,0,1,4,1,3,1104
494,1113,1101,1,1,3,4,4,0,0,4,1,6,1108
135,1114,1101,0,0,1,1,6,0,0,4,0,4,1101
6903,1113,1101,1,1,2,5,7,0,0,3,0,6,1102
6134,1113,1101,1,0,3,3,4,0,0,2,1,4,1102
7756,1113,1101,1,1,2,2,1,0,0,4,0,6,1105
9392,1113,1101,1,1,4,4,1,0,0,3,1,6,1110
6588,1114,1101,1,1,1,4,1,0,0,2,0,4,1106
7964,1114,1101,1,0,4,4,5,0,0,2,1,4,1105
8854,1114,1101,1,1,3,4,4,0,0,3,1,5,1110
5999,1113,1101,0,0,3,3,6,0,0,2,0,5,1109
9042,1120,1106,1,0,4,5,3,0,0,2,0,4,1111
8149,1120,1101,1,0,1,7,4,0,0,4,1,4,1101
4631,1120,1101,0,0,1,4,1,0,0,3,1,3,1106
7018,1120,1106,0,0,4,4,1,1,0,3,1,6,1111
3895,1120,1106,0,1,5,3,1,0,0,4,0,4,1105
1840,1120,1101,0,0,2,2,3,0,0,4,0,4,1112
