id,departamento,region_macro,actitud_lider,actitud_oposicion,actitud_cinismo,golpe_raw,actitud_golpe,cierre_raw,actitud_cierre,prioriza_seguridad,miedo_barrio,victima_crimen,confianza_policia,mujer,educacion,ingresos
6644,Lambayeque,Costa Norte,2,2,4,1,1,2,0,0,4,0,3,1,4,1102
7576,Lambayeque,Costa Norte,2,2,3,2,0,2,0,0,2,0,4,1,4,1104
1550,Lambayeque,Costa Norte,3,6,3,1,1,2,0,0,2,0,6,0,4,1105
1610,Lambayeque,Costa Norte,2,6,4,2,0,2,0,0,4,0,1,1,1,1103
6971,Lambayeque,Costa Norte,4,5,4,1,1,2,0,0,2,0,5,0,4,1106
7592,Lima,Lima Metropolitana,4,4,2,1,1,2,0,0,3,0,4,1,4,1104
6773,Lima,Lima Metropolitana,2,4,3,2,0,1,1,1,4,0,5,0,4,1105
2492,Lima,Lima Metropolitana,3,4,3,1,1,2,0,0,3,0,7,1,6,1103
7128,Lima,Lima Metropolitana,4,4,7,1,1,2,0,1,3,1,4,0,4,1104
3688,Lima,Lima Metropolitana,4,3,5,2,0,2,0,0,3,1,3,0,4,1108
3142,Lima,Lima Metropolitana,3,7,1,1,1,1,1,1,2,0,7,0,6,1105
2767,Lima,Lima Metropolitana,2,6,1,1,1,1,1,1,3,1,5,1,5,1101
7358,Lima,Lima Metropolitana,3,5,3,2,0,1,1,0,2,0,4,0,2,1106
2258,Lima,Lima Metropolitana,3,4,3,1,1,1,1,0,4,1,5,0,5,1110
919,Lima,Lima Metropolitana,3,5,3,1,1,2,0,0,3,0,4,0,4,1104
7530,Lima,Lima Metropolitana,3,2,5,2,0,2,0,1,3,0,3,1,4,1103
2291,Lima,Lima Metropolitana,2,2,3,2,0,2,0,0,4,1,1,0,4,1104
3450,Lima,Lima Metropolitana,5,5,2,2,0,2,0,1,3,0,7,1,4,1105
2799,Lima,Lima Metropolitana,2,3,6,1,1,2,0,1,4,0,1,0,4,1111
4901,Lima,Lima Metropolitana,1,3,6,2,0,1,1,1,4,0,1,1,4,1107
4608,Lima,Lima Metropolitana,2,1,6,1,1,2,0,1,4,0,1,1,6,1104
6983,Lima,Lima Metropolitana,3,3,3,1,1,2,0,1,4,0,1,1,4,1106
9720,Lima,Lima Metropolitana,3,5,1,2,0,2,0,0,1,0,5,0,4,1105
4198,Lima,Lima Metropolitana,4,4,4,1,1,2,0,1,2,0,4,1,4,1105
4309,Lima,Lima Metropolitana,4,1,5,1,1,1,1,1,4,0,1,0,4,1109
5274,Lima,Lima Metropolitana,3,3,1,1,1,2,0,1,4,0,3,1,4,1105
2728,Lima,Lima Metropolitana,3,2,4,2,0,2,0,1,4,0,2,1,1,1103
4318,Lima,Lima Metropolitana,2,2,7,1,1,2,0,1,3,0,4,1,1,1101
8549,Lima,Lima Metropolitana,3,3,4,2,0,2,0,1,3,0,3,0,5,1112
837,Lima,Lima Metropolitana,3,7,1,1,1,1,1,0,1,0,1,0,5,
9588,Lima,Lima Metropolitana,4,5,4,2,0,2,0,0,3,0,1,0,5,1115
7156,Lima,Lima Metropolitana,3,2,4,1,1,2,0,0,2,0,3,1,5,1101
8818,Lima,Lima Metropolitana,3,1,3,2,0,2,0,0,2,0,3,1,6,1114
3569,Lima,Lima Metropolitana,3,3,4,2,0,2,0,0,2,0,2,1,5,1114
3549,Lima,Lima Metropolitana,3,5,2,2,0,2,0,1,2,0,5,0,6,1114
2552,Lima,Lima Metropolitana,2,1,3,2,0,2,0,0,2,0,4,0,6,1113
6087,Lima,Lima Metropolitana,1,2,1,2,0,2,0,1,2,0,6,0,6,
1957,Lima,Lima Metropolitana,4,3,4,2,0,1,1,0,3,0,4,0,4,1103
8446,Lima,Lima Metropolitana,2,2,5,2,0,2,0,0,1,1,4,1,4,1111
1632,Lima,Lima Metropolitana,3,3,3,1,1,2,0,1,2,1,4,0,6,1115
7330,Lima,Lima Metropolitana,3,5,2,1,1,2,0,0,2,0,5,0,5,1113
4910,Lima,Lima Metropolitana,4,1,3,2,0,2,0,0,2,0,3,1,6,1114
3442,Lima,Lima Metropolitana,3,7,4,1,1,1,1,0,3,0,1,1,4,1109
4332,Lima,Lima Metropolitana,1,1,1,2,0,2,0,0,3,1,1,0,6,1111
7968,Lima,Lima Metropolitana,4,3,1,2,0,2,0,1,3,0,6,1,5,
343,Lima,Lima Metropolitana,2,4,4,1,1,1,1,1,4,0,5,1,5,1113
6864,Lima,Lima Metropolitana,4,1,1,1,1,2,0,1,3,1,2,0,6,1114
4733,Lima,Lima Metropolitana,3,4,5,2,0,1,1,0,3,0,1,0,5,1115
554,Ica,Costa Sur,4,2,1,1,1,2,0,0,1,1,4,1,6,1108
9686,Ica,Costa Sur,2,1,7,1,1,1,1,0,3,0,2,1,4,1103
6703,Ica,Costa Sur,5,3,1,2,0,1,1,0,1,0,5,0,4,1106
2179,Ica,Costa Sur,2,1,6,2,0,2,0,0,1,0,3,0,1,1104
2786,Ica,Costa Sur,4,3,5,1,1,2,0,0,1,0,4,1,5,1114
9237,Ica,Costa Sur,1,4,4,1,1,1,1,0,2,0,4,0,6,1106
6970,Ica,Costa Sur,3,4,3,2,0,1,1,0,1,0,4,0,3,1105
4889,Ica,Costa Sur,1,2,3,2,0,1,1,0,4,1,4,0,4,1109
2104,Ica,Costa Sur,4,4,2,1,1,1,1,0,3,1,3,0,2,1102
8648,Ica,Costa Sur,5,2,7,2,0,2,0,0,4,0,2,0,1,1104
4656,Ica,Costa Sur,1,3,4,1,1,2,0,0,3,1,1,0,5,1108
635,Ica,Costa Sur,3,6,1,2,0,2,0,0,3,0,5,1,1,1101
6879,Ica,Costa Sur,2,2,5,1,1,2,0,0,3,0,6,1,4,1104
8462,Ica,Costa Sur,4,2,6,1,1,2,0,0,3,0,3,0,6,1113
7664,Ica,Costa Sur,1,4,4,1,1,2,0,0,4,1,3,1,6,1107
9783,Ica,Costa Sur,3,3,5,2,0,2,0,0,4,1,6,1,4,1101
9452,Ica,Costa Sur,1,4,4,1,1,2,0,0,4,0,2,1,4,1105
2547,Ica,Costa Sur,1,6,3,1,1,1,1,1,3,1,6,0,4,1104
8104,Ica,Costa Sur,3,4,4,2,0,2,0,0,3,1,5,1,5,1102
4886,Ica,Costa Sur,2,1,2,2,0,2,0,0,2,0,6,1,3,1104
3304,Ica,Costa Sur,2,4,1,2,0,1,1,1,3,1,3,0,4,1111
7796,Ica,Costa Sur,2,6,1,2,0,2,0,0,1,0,3,0,4,1101
7107,Ica,Costa Sur,2,1,7,1,1,1,1,0,4,0,3,0,1,1105
2409,Ica,Costa Sur,2,4,5,2,0,2,0,0,4,0,5,1,4,1106
5140,Ica,Costa Sur,2,4,4,2,0,2,0,0,3,0,5,1,6,1111
3747,Ica,Costa Sur,3,2,3,2,0,1,1,0,3,1,3,0,4,1110
2626,Piura,Costa Norte,3,4,2,1,1,2,0,0,4,1,1,0,6,1112
5264,Piura,Costa Norte,3,2,1,1,1,2,0,0,1,0,2,1,6,1114
7431,Piura,Costa Norte,3,3,4,2,0,2,0,0,2,1,4,0,5,1109
3573,Piura,Costa Norte,2,4,2,2,0,1,1,0,4,0,1,1,1,1103
8068,Piura,Costa Norte,2,3,1,2,0,2,0,0,3,0,2,0,6,1115
4122,Piura,Costa Norte,3,4,2,2,0,2,0,0,2,0,5,1,6,1113
525,Huancavelica,Sierra Sur,3,3,6,1,1,2,0,0,2,1,4,1,4,1101
7015,Huancavelica,Sierra Sur,3,4,5,1,1,1,1,0,2,0,5,1,5,1101
3723,Huancavelica,Sierra Sur,2,2,5,1,1,2,0,0,2,0,2,1,4,1101
1449,Huancavelica,Sierra Sur,5,6,3,1,1,1,1,0,1,1,4,0,4,1109
249,Huancavelica,Sierra Sur,4,4,4,1,1,2,0,1,2,0,5,0,4,1106
270,Huancavelica,Sierra Sur,4,1,7,1,1,1,1,0,4,0,1,0,6,1106
4162,Huancavelica,Sierra Sur,3,3,4,1,1,2,0,0,2,1,5,0,5,1108
3162,Junín,Sierra Centro,2,3,3,2,0,2,0,0,4,1,2,0,4,1104
6569,Junín,Sierra Centro,2,1,4,2,0,2,0,0,2,0,1,1,4,1104
5202,Junín,Sierra Centro,2,1,3,1,1,2,0,0,3,0,4,0,5,1108
3648,Junín,Sierra Centro,2,1,2,2,0,2,0,0,4,0,3,0,6,1112
81,Junín,Sierra Centro,3,4,1,2,0,2,0,0,3,0,1,1,6,1101
1177,Junín,Sierra Centro,2,1,3,2,0,2,0,1,2,0,5,1,6,1107
8576,Junín,Sierra Centro,2,1,3,1,1,1,1,0,4,1,1,1,5,1102
499,Junín,Sierra Centro,4,1,3,1,1,2,0,0,3,0,3,0,6,1110
9144,Junín,Sierra Centro,2,4,3,2,0,1,1,0,3,0,3,0,5,1104
8217,Junín,Sierra Centro,4,1,4,2,0,2,0,0,4,0,1,1,2,1101
5077,Junín,Sierra Centro,3,4,4,2,0,2,0,0,3,1,1,1,1,1101
