id,departamento,region_macro,actitud_lider,actitud_oposicion,actitud_cinismo,golpe_raw,actitud_golpe,cierre_raw,actitud_cierre,prioriza_seguridad,miedo_barrio,victima_crimen,confianza_policia,mujer,educacion,ingresos
2277,Lima,Lima Metropolitana,3,2,7,1,1,2,0,1,4,1,3,1,4,1105
9874,Lima,Lima Metropolitana,4,4,5,1,1,1,1,1,3,0,5,1,5,1111
2387,Lima,Lima Metropolitana,4,1,1,2,0,1,1,0,3,0,7,1,6,1112
2585,Lima,Lima Metropolitana,4,5,3,1,1,1,1,0,2,0,6,1,3,1104
3828,Lima,Lima Metropolitana,4,1,3,2,0,2,0,1,3,1,6,0,6,1111
1363,Lima,Lima Metropolitana,2,1,4,1,1,2,0,0,2,1,4,0,6,1115
1446,Lima,Lima Metropolitana,1,4,2,2,0,1,1,0,2,0,5,0,5,1102
224,Lima,Lima Metropolitana,3,4,5,1,1,2,0,1,3,0,6,0,2,1111
805,Lima,Lima Metropolitana,3,3,4,2,0,1,1,0,2,0,2,0,6,1111
1661,Lima,Lima Metropolitana,3,5,2,2,0,1,1,0,2,0,6,0,6,1107
4900,Lima,Lima Metropolitana,3,5,4,1,1,1,1,0,4,0,5,1,4,1104
2590,Lima,Lima Metropolitana,3,4,1,1,1,1,1,0,4,1,5,1,4,1107
9079,Lima,Lima Metropolitana,2,2,7,1,1,2,0,1,1,0,1,0,4,1108
2199,Lima,Lima Metropolitana,1,5,3,2,0,1,1,0,3,0,5,1,6,1106
1203,Lima,Lima Metropolitana,3,3,6,2,0,2,0,0,2,0,5,0,6,1113
2123,Lima,Lima Metropolitana,3,4,4,1,1,2,0,1,3,0,4,1,4,1114
8374,Lima,Lima Metropolitana,1,1,4,2,0,2,0,1,3,1,4,1,5,1106
7097,Lima,Costa Sur,2,6,3,1,1,2,0,0,3,0,4,1,6,1105
1189,Lima,Costa Sur,3,3,5,2,0,2,0,0,4,0,1,1,5,1106
1549,Lima,Lima Metropolitana,3,3,5,1,1,2,0,0,4,1,2,0,4,1108
9694,Lima,Costa Sur,3,2,5,1,1,2,0,0,3,1,7,0,4,1103
9502,Lima,Lima Metropolitana,2,1,7,1,1,2,0,1,4,1,3,1,2,
7579,Lima,Lima Metropolitana,3,4,3,1,1,2,0,1,1,1,1,0,6,1112
3144,Lima,Lima Metropolitana,3,3,6,1,1,2,0,0,3,1,1,1,4,1107
9653,Lima,Costa Sur,4,5,7,2,0,1,1,0,3,0,2,0,4,1104
1589,Lima,Costa Sur,4,7,3,1,1,1,1,0,2,0,4,1,3,1105
8090,Lima,Lima Metropolitana,4,5,3,1,1,2,0,0,3,0,4,0,6,1111
7012,Lima,Costa Sur,3,6,3,1,1,2,0,0,2,1,3,1,4,1105
666,Lima,Costa Sur,1,4,5,1,1,1,1,0,2,1,2,0,3,1105
9161,Lima,Costa Sur,2,3,4,1,1,2,0,0,3,1,4,0,6,1115
9386,Lima,Lima Metropolitana,2,3,1,2,0,1,1,0,4,1,5,1,4,1106
2464,Lima,Lima Metropolitana,4,5,4,1,1,1,1,0,3,0,6,1,4,1103
765,Lima,Costa Sur,2,2,6,1,1,1,1,0,3,0,3,0,4,1103
6371,Lima,Costa Sur,5,4,3,2,0,1,1,0,4,1,5,1,6,1106
9846,Lima,Costa Sur,2,3,5,2,0,2,0,0,3,1,4,0,4,1106
7444,Lima,Costa Sur,2,3,5,1,1,1,1,1,3,1,5,1,2,1108
4236,Lima,Lima Metropolitana,2,1,6,2,0,1,1,0,3,0,4,0,4,1107
6440,Lima,Lima Metropolitana,3,4,4,2,0,2,0,0,3,0,2,1,5,1106
6084,Lima,Lima Metropolitana,2,1,3,1,1,2,0,0,3,0,3,1,4,1106
7315,Lima,Lima Metropolitana,2,5,1,1,1,2,0,0,4,1,6,0,5,1109
2899,Lima,Lima Metropolitana,3,4,6,2,0,1,1,0,4,1,1,0,4,
5056,Piura,Sierra Norte,2,4,5,2,0,2,0,0,4,0,5,1,4,1103
3075,Piura,Costa Norte,3,5,3,1,1,1,1,1,3,1,5,0,6,1107
1283,Piura,Sierra Norte,3,4,1,1,1,1,1,0,1,0,6,1,2,1101
6173,Piura,Sierra Norte,1,1,1,2,0,2,0,0,1,0,4,0,6,1107
7126,Piura,Sierra Norte,4,3,3,2,0,1,1,0,1,0,4,0,4,1109
1719,Piura,Costa Norte,4,4,1,2,0,1,1,0,4,1,1,0,6,1106
4364,Piura,Sierra Norte,1,2,3,2,0,2,0,0,4,0,6,1,5,1104
2342,Piura,Sierra Norte,2,2,5,2,0,2,0,0,1,0,2,1,6,
3318,Piura,Costa Norte,1,6,6,1,1,2,0,0,3,0,7,1,5,1105
3976,Piura,Sierra Norte,2,7,1,1,1,2,0,1,3,0,2,1,4,
709,Piura,Costa Norte,2,1,7,1,1,2,0,0,3,1,4,1,4,1107
7212,Piura,Costa Norte,2,4,3,1,1,2,0,1,4,1,2,0,4,1102
8641,Piura,Sierra Norte,3,2,4,1,1,1,1,0,1,0,5,0,4,1108
3854,Piura,Sierra Norte,2,3,1,2,0,2,0,0,2,0,1,0,5,1105
8749,Lambayeque,Costa Norte,2,2,1,2,0,2,0,0,4,0,4,1,5,1112
1732,Lambayeque,Costa Norte,3,4,4,1,1,1,1,1,3,0,4,1,4,1105
3013,Lambayeque,Costa Norte,3,1,4,1,1,1,1,0,2,0,1,0,3,1107
8421,Lambayeque,Costa Norte,1,1,3,1,1,1,1,0,4,1,1,0,4,1109
8418,Lambayeque,Costa Norte,3,5,3,1,1,2,0,0,1,0,7,1,4,1104
9401,Lambayeque,Costa Norte,2,1,1,2,0,1,1,0,1,0,4,0,4,1108
9102,Lambayeque,Costa Norte,4,3,4,1,1,2,0,0,2,0,4,0,6,1107
3882,Lambayeque,Costa Norte,4,2,5,1,1,1,1,0,2,0,5,0,5,1102
212,Lambayeque,Costa Norte,2,6,3,1,1,1,1,0,2,1,1,0,6,1111
1168,Lambayeque,Costa Norte,4,1,1,2,0,2,0,0,2,0,3,0,5,1111
6121,Lambayeque,Costa Norte,3,5,3,2,0,2,0,0,2,1,6,1,4,1108
9075,Lambayeque,Costa Norte,2,7,4,1,1,1,1,0,3,1,2,0,4,1106
8233,Lambayeque,Costa Norte,2,5,4,2,0,2,0,0,4,1,4,1,6,1107
5832,Lambayeque,Costa Norte,3,3,3,2,0,2,0,0,3,1,4,0,5,1108
5697,Lambayeque,Costa Norte,4,5,3,1,1,2,0,0,1,0,1,0,4,1103
7011,Lambayeque,Costa Norte,4,1,3,2,0,2,0,0,2,0,3,0,6,1112
9903,Lambayeque,Costa Norte,1,2,2,1,1,2,0,0,4,1,5,1,3,1102
3058,Lambayeque,Costa Norte,2,3,3,1,1,1,1,0,3,1,4,1,5,1104
9055,Lima,Lima Metropolitana,4,4,3,1,1,2,0,0,2,1,3,0,4,1112
5622,Lima,Lima Metropolitana,4,2,5,2,0,2,0,0,2,0,3,1,5,1104
4042,Lima,Lima Metropolitana,4,1,1,2,0,2,0,0,4,0,4,0,6,1114
8123,Lima,Lima Metropolitana,1,3,4,2,0,2,0,1,4,0,3,1,5,1104
6449,Lima,Lima Metropolitana,1,5,2,1,1,2,0,1,4,1,1,0,3,1106
4550,Lima,Lima Metropolitana,2,5,1,1,1,1,1,1,3,0,7,1,5,1111
1571,Lima,Lima Metropolitana,3,1,4,1,1,1,1,0,4,0,3,1,1,1103
2817,Lima,Lima Metropolitana,3,4,4,1,1,2,0,1,4,0,2,1,6,1111
5782,Lima,Lima Metropolitana,3,2,2,2,0,1,1,0,3,1,1,1,4,1103
927,Lima,Lima Metropolitana,4,4,6,1,1,2,0,0,4,1,2,0,4,1107
6140,Lima,Lima Metropolitana,2,3,2,1,1,2,0,0,2,0,4,0,5,1115
4967,Lima,Lima Metropolitana,3,4,4,1,1,1,1,0,4,1,3,1,5,1106
5352,Lima,Lima Metropolitana,2,7,1,1,1,1,1,0,3,0,6,1,4,1102
109,Lima,Lima Metropolitana,2,4,4,2,0,2,0,1,3,0,2,1,5,1111
7490,Lima,Lima Metropolitana,3,2,4,1,1,1,1,1,4,1,1,0,4,1107
5680,Lima,Lima Metropolitana,2,1,7,2,0,2,0,1,4,0,7,1,1,1103
4476,Lima,Lima Metropolitana,2,3,4,2,0,1,1,1,4,1,5,0,3,1103
1738,Lima,Lima Metropolitana,2,5,5,1,1,1,1,1,3,1,4,0,4,1111
5545,Lima,Lima Metropolitana,3,1,1,2,0,2,0,1,3,1,7,0,5,1112
1792,Piura,Costa Norte,1,5,3,1,1,1,1,0,2,1,4,0,5,1104
7354,Piura,Sierra Norte,2,7,1,1,1,2,0,0,4,0,7,0,2,1104
4141,Piura,Costa Norte,2,5,4,1,1,1,1,0,1,0,6,0,4,1101
9531,Piura,Costa Norte,3,3,5,2,0,2,0,0,3,0,6,1,4,1101
90,Piura,Costa Norte,3,4,4,2,0,2,0,0,2,0,4,1,6,1102
5279,Piura,Sierra Norte,1,3,5,1,1,1,1,0,1,0,1,1,4,1101
8514,Piura,Sierra Norte,1,4,4,2,0,2,0,0,2,0,4,1,6,1101
8034,Piura,Costa Norte,3,4,3,1,1,2,0,0,1,1,6,0,6,1106
6941,Piura,Sierra Norte,2,4,1,2,0,1,1,0,4,1,5,1,4,1105
3410,Piura,Sierra Norte,2,3,1,1,1,2,0,0,1,0,4,0,5,1109
5723,Piura,Costa Norte,3,4,4,1,1,2,0,0,4,1,3,1,5,1103
5471,Lambayeque,Costa Norte,1,7,3,2,0,2,0,0,4,0,6,1,0,1101
7223,Lambayeque,Costa Norte,3,4,3,2,0,2,0,0,2,1,3,0,5,1105
7868,Lambayeque,Costa Norte,1,1,1,2,0,2,0,0,3,0,4,0,6,1112
16,Lambayeque,Costa Norte,4,2,3,2,0,2,0,0,2,0,6,0,1,1104
5852,Lambayeque,Costa Norte,4,6,2,2,0,2,0,0,4,1,3,0,2,1102
7401,Lambayeque,Costa Norte,1,1,7,2,0,2,0,0,4,0,1,1,1,1101
5501,Lambayeque,Costa Norte,3,6,5,1,1,1,1,0,3,1,1,0,4,1104
2168,Lambayeque,Costa Norte,3,4,3,1,1,1,1,1,3,1,6,0,4,1106
8802,Amazonas,Selva,2,5,3,1,1,1,1,0,1,0,7,1,2,1102
5248,Amazonas,Selva,4,3,5,2,0,1,1,0,1,0,1,0,4,1104
1420,Amazonas,Selva,3,1,3,1,1,1,1,0,3,1,6,1,4,1102
7616,Amazonas,Selva,2,2,5,1,1,1,1,1,1,0,6,0,2,1103
8911,Amazonas,Selva,4,3,1,1,1,2,0,0,1,0,5,0,1,1102
4166,Amazonas,Selva,3,1,4,2,0,1,1,0,2,1,4,1,5,1102
8227,Callao,Lima Metropolitana,1,5,6,2,0,1,1,1,4,0,1,0,6,1113
2928,Callao,Lima Metropolitana,3,4,5,2,0,2,0,0,4,0,4,1,4,1107
4891,Callao,Lima Metropolitana,1,2,3,1,1,1,1,1,2,1,5,1,4,1107
5927,Callao,Lima Metropolitana,3,2,5,1,1,2,0,0,3,0,4,1,5,1111
1869,Callao,Lima Metropolitana,3,1,1,1,1,2,0,0,3,1,4,0,6,1115
5178,Callao,Lima Metropolitana,2,1,1,2,0,2,0,0,3,0,4,0,6,1113
1653,Callao,Lima Metropolitana,4,4,3,1,1,1,1,1,4,1,4,1,5,1105
1876,Callao,Lima Metropolitana,5,6,1,2,0,2,0,0,1,0,7,1,4,1108
8541,Callao,Lima Metropolitana,3,1,2,2,0,2,0,0,3,0,3,1,6,1108
2374,Callao,Lima Metropolitana,3,2,4,2,0,2,0,1,1,0,3,0,6,1112
5329,Callao,Lima Metropolitana,1,3,2,1,1,1,1,1,4,0,5,1,6,1114
2549,Callao,Lima Metropolitana,4,3,4,1,1,1,1,0,3,0,1,0,6,1114
7782,Callao,Lima Metropolitana,1,1,7,2,0,1,1,0,3,0,1,0,6,1115
8655,Callao,Lima Metropolitana,3,2,7,1,1,1,1,0,4,0,2,0,3,1102
9675,Callao,Lima Metropolitana,2,4,1,1,1,1,1,0,4,0,7,0,5,1110
3104,Callao,Lima Metropolitana,1,2,2,2,0,2,0,0,2,0,2,0,6,1112
6539,Lima,Lima Metropolitana,2,3,1,2,0,1,1,0,4,1,3,1,5,1106
9673,Lima,Lima Metropolitana,1,4,7,1,1,2,0,0,2,0,3,1,4,1107
9851,Lima,Lima Metropolitana,2,4,5,1,1,1,1,1,4,0,5,0,4,1111
4372,Lima,Lima Metropolitana,2,3,4,1,1,2,0,0,2,0,3,1,6,1106
1471,Lima,Lima Metropolitana,2,2,2,1,1,1,1,0,3,0,2,0,5,1112
3423,Lima,Lima Metropolitana,4,5,2,1,1,2,0,0,3,0,4,0,4,1111
3943,Lima,Lima Metropolitana,4,4,2,1,1,2,0,0,4,1,7,1,1,
4316,Lima,Lima Metropolitana,1,2,6,1,1,1,1,0,4,0,2,0,4,1106
1836,Lima,Lima Metropolitana,2,4,1,2,0,2,0,0,4,1,1,1,4,1107
7740,Lima,Lima Metropolitana,3,1,2,2,0,2,0,0,2,0,6,0,5,1112
9777,Lima,Lima Metropolitana,3,1,4,2,0,2,0,0,2,0,4,0,4,1111
6273,Lima,Lima Metropolitana,2,3,2,1,1,2,0,0,2,0,5,1,6,1108
8091,Lima,Lima Metropolitana,2,3,1,2,0,2,0,0,4,1,3,0,3,1108
1940,Lima,Lima Metropolitana,4,3,3,2,0,1,1,0,1,0,6,1,4,
3548,Arequipa,Costa Sur,2,3,4,2,0,2,0,0,2,0,6,1,3,1102
5433,Arequipa,Costa Sur,4,2,2,2,0,1,1,0,4,1,3,0,6,1112
3667,Arequipa,Costa Sur,3,3,3,1,1,1,1,0,3,0,5,0,4,1101
383,Arequipa,Costa Sur,2,1,3,2,0,1,1,0,3,0,2,0,5,
6293,Arequipa,Costa Sur,2,5,4,1,1,1,1,1,4,1,5,0,5,1107
8893,Arequipa,Costa Sur,2,7,7,1,1,2,0,0,3,1,1,1,6,1106
4383,Arequipa,Costa Sur,1,4,5,2,0,2,0,0,3,0,7,1,4,
2088,Arequipa,Costa Sur,2,4,6,1,1,2,0,1,2,0,1,0,5,1107
1378,Arequipa,Costa Sur,1,2,4,1,1,2,0,0,2,1,3,1,6,1107
8647,Arequipa,Costa Sur,2,4,2,1,1,1,1,0,3,0,4,1,6,
4692,Arequipa,Costa Sur,2,4,5,2,0,2,0,0,3,1,5,0,2,1102
5935,Moquegua,Costa Sur,2,4,4,1,1,2,0,0,3,0,5,1,3,1104
4056,Moquegua,Costa Sur,3,5,3,2,0,2,0,0,3,0,1,1,6,1110
4564,Moquegua,Costa Sur,3,4,2,2,0,2,0,0,1,1,1,0,5,1113
8741,Moquegua,Costa Sur,3,2,4,1,1,1,1,0,3,1,2,0,6,1115
1716,Moquegua,Costa Sur,2,6,3,1,1,2,0,0,3,1,6,1,3,1112
9734,Cajamarca,Sierra Norte,4,4,4,1,1,2,0,0,2,0,5,1,6,1112
3350,Cajamarca,Selva,3,3,3,1,1,1,1,1,2,1,2,0,4,1105
3128,Cajamarca,Selva,2,3,6,2,0,2,0,0,3,1,4,1,2,1103
2569,Cajamarca,Sierra Norte,2,6,1,1,1,1,1,0,2,0,3,1,6,1108
6548,Cajamarca,Sierra Norte,3,4,3,1,1,2,0,0,3,1,6,0,6,1108
177,Cajamarca,Sierra Norte,3,3,5,2,0,2,0,0,3,0,3,1,2,1101
2815,Cajamarca,Selva,2,6,3,2,0,1,1,1,3,0,3,1,4,1103
5230,Cajamarca,Sierra Norte,3,5,3,1,1,2,0,0,1,0,4,0,2,1103
4302,Cajamarca,Selva,4,5,2,2,0,2,0,0,1,0,4,1,2,1105
2643,Cajamarca,Selva,2,2,5,1,1,1,1,0,3,0,5,0,6,1107
8713,Cajamarca,Sierra Norte,4,2,5,1,1,2,0,0,3,1,1,0,6,1113
3342,Cajamarca,Selva,3,5,4,1,1,2,0,0,2,0,1,0,3,1105
4471,Ica,Costa Sur,2,3,3,1,1,2,0,0,3,1,7,1,5,1114
3121,Ica,Costa Sur,2,3,1,1,1,2,0,0,3,0,2,0,4,
8572,Ica,Costa Sur,3,2,2,1,1,2,0,0,3,0,5,1,6,
6591,Cajamarca,Sierra Norte,4,3,4,2,0,2,0,0,2,0,5,0,2,1104
5482,Cajamarca,Sierra Norte,3,4,1,2,0,1,1,0,2,0,1,1,5,1101
2657,Cajamarca,Sierra Norte,3,3,6,1,1,1,1,0,2,1,5,0,3,1104
4744,Cajamarca,Sierra Norte,5,1,3,2,0,2,0,0,1,0,3,1,0,1101
1598,Cajamarca,Sierra Norte,3,3,6,2,0,2,0,0,1,0,2,0,1,1111
944,Cajamarca,Sierra Norte,1,2,3,2,0,2,0,0,2,0,5,0,4,1104
2787,Cajamarca,Sierra Norte,1,1,1,2,0,2,0,0,1,0,6,1,6,1113
3182,Cajamarca,Sierra Norte,4,4,3,2,0,2,0,0,3,0,5,1,6,1104
1637,Cajamarca,Sierra Norte,1,1,4,1,1,1,1,0,4,0,2,0,2,1110
628,Cajamarca,Sierra Norte,4,2,5,2,0,1,1,0,2,0,2,0,2,1102
2134,Lima,Lima Metropolitana,3,2,7,2,0,2,0,1,3,0,4,1,6,1103
729,Lima,Lima Metropolitana,4,7,1,2,0,2,0,0,2,0,4,0,5,1108
859,Lima,Lima Metropolitana,2,1,4,1,1,1,1,0,3,1,1,0,6,1115
8821,Lima,Lima Metropolitana,3,5,4,2,0,1,1,0,4,1,6,1,6,1111
4582,Lima,Lima Metropolitana,1,1,3,2,0,1,1,0,2,0,5,1,6,1102
9589,Lima,Lima Metropolitana,3,1,1,2,0,2,0,0,4,0,1,0,4,
327,Lima,Lima Metropolitana,2,1,2,2,0,2,0,0,2,0,4,1,5,1113
3352,Lima,Lima Metropolitana,2,3,4,1,1,2,0,1,3,0,1,1,4,1107
708,Lima,Lima Metropolitana,2,2,2,1,1,1,1,0,1,0,1,1,4,1107
2791,Lima,Lima Metropolitana,3,4,4,1,1,2,0,0,3,0,3,0,4,1108
6887,Lima,Lima Metropolitana,4,1,4,1,1,2,0,1,2,1,1,0,5,1112
720,Lima,Lima Metropolitana,1,3,3,2,0,2,0,0,2,0,2,1,5,1115
5263,Lima,Lima Metropolitana,2,6,6,1,1,2,0,1,4,0,4,1,4,1113
7501,Lima,Lima Metropolitana,3,2,7,1,1,2,0,1,2,0,6,0,4,1105
4378,Lima,Lima Metropolitana,1,4,7,2,0,1,1,0,2,0,1,0,4,1102
882,Lima,Lima Metropolitana,2,5,3,1,1,1,1,0,3,0,4,0,4,1105
6315,La Libertad,Costa Norte,4,1,1,2,0,2,0,0,3,0,6,1,6,1115
9032,La Libertad,Costa Norte,2,3,2,2,0,2,0,0,2,1,6,0,6,1114
7829,La Libertad,Costa Norte,5,7,1,1,1,1,1,0,4,0,7,1,1,1104
5682,La Libertad,Costa Norte,1,1,6,1,1,2,0,0,4,1,3,1,4,1108
6877,La Libertad,Costa Norte,3,4,5,1,1,1,1,0,2,0,7,1,4,
8055,La Libertad,Sierra Norte,4,2,6,2,0,1,1,0,3,1,1,1,6,1102
835,La Libertad,Costa Norte,3,7,3,1,1,2,0,0,4,0,,1,6,
1389,La Libertad,Sierra Norte,3,7,3,1,1,1,1,0,3,0,1,1,3,1101
7020,La Libertad,Costa Norte,3,4,3,1,1,2,0,0,3,1,7,1,4,
8484,La Libertad,Costa Norte,1,2,7,2,0,1,1,0,3,1,1,0,5,1104
252,La Libertad,Sierra Norte,3,1,5,1,1,1,1,0,4,0,3,1,1,1102
9559,La Libertad,Sierra Norte,2,5,5,1,1,1,1,0,4,0,5,0,2,1101
1552,La Libertad,Sierra Norte,2,1,4,2,0,2,0,0,2,0,1,0,1,1101
7963,La Libertad,Sierra Norte,3,1,1,1,1,1,1,0,1,0,6,1,4,1101
8002,La Libertad,Sierra Norte,2,4,4,2,0,1,1,0,1,0,4,0,4,1105
9096,La Libertad,Costa Norte,2,4,3,2,0,2,0,0,3,0,6,0,5,1105
7974,La Libertad,Sierra Norte,3,7,1,1,1,1,1,0,3,1,6,1,2,1101
7815,La Libertad,Costa Norte,3,2,1,2,0,2,0,0,2,0,5,0,4,1106
9367,La Libertad,Sierra Norte,4,5,2,1,1,1,1,0,3,0,2,0,4,1104
8429,La Libertad,Sierra Norte,2,6,3,1,1,2,0,1,3,0,6,0,1,
9957,La Libertad,Costa Norte,2,1,1,1,1,2,0,1,1,0,6,0,4,1110
7488,La Libertad,Sierra Norte,3,5,2,1,1,2,0,0,3,0,5,1,2,1102
6306,Puno,Sierra Sur,1,1,7,2,0,2,0,0,2,1,1,0,4,1104
5667,Puno,Sierra Sur,3,1,7,2,0,2,0,0,3,0,1,1,3,1103
8433,Puno,Sierra Sur,5,4,5,1,1,2,0,0,3,0,1,0,4,1105
9031,Puno,Sierra Sur,2,4,4,2,0,2,0,0,2,1,1,0,4,1108
9804,Puno,Sierra Sur,3,3,7,2,0,2,0,0,3,0,1,1,3,1105
2879,Puno,Sierra Sur,3,1,7,2,0,2,0,0,2,0,1,1,3,1105
8784,Puno,Sierra Sur,1,1,6,1,1,2,0,0,2,1,1,0,4,1105
4560,Puno,Sierra Sur,3,4,4,2,0,2,0,0,3,1,1,0,3,1103
7910,Puno,Sierra Sur,3,3,6,1,1,1,1,0,3,0,6,1,4,1105
1037,Puno,Sierra Sur,2,1,7,2,0,1,1,0,3,0,1,1,2,1101
5046,Puno,Sierra Sur,3,5,5,2,0,1,1,0,3,0,2,0,4,1109
338,Puno,Sierra Sur,3,7,7,1,1,1,1,0,2,0,4,1,4,1101
5965,Puno,Sierra Sur,2,7,2,2,0,2,0,0,3,0,6,0,5,1107
2213,Puno,Sierra Sur,3,3,4,2,0,1,1,0,3,0,2,0,3,1106
4399,Apurímac,Sierra Sur,3,3,4,2,0,2,0,0,2,0,2,0,1,1103
6674,Apurímac,Sierra Sur,4,4,1,2,0,1,1,0,3,0,4,1,6,1103
51,Apurímac,Sierra Sur,2,6,3,2,0,2,0,0,4,1,1,0,6,1115
8305,Apurímac,Sierra Sur,2,3,3,2,0,2,0,0,2,0,1,1,6,1111
5082,Apurímac,Sierra Sur,2,1,6,2,0,2,0,0,3,0,3,0,2,1106
7067,Apurímac,Sierra Sur,1,6,3,1,1,1,1,0,2,0,4,0,5,1105
5969,Apurímac,Sierra Sur,1,2,1,2,0,2,0,0,2,0,3,1,6,1108
6050,Apurímac,Sierra Sur,2,4,1,2,0,2,0,0,1,0,5,0,5,1106
8126,Apurímac,Sierra Sur,3,2,5,1,1,1,1,0,4,0,2,1,6,1108
1579,Apurímac,Sierra Sur,2,4,5,2,0,1,1,0,1,0,1,1,1,1103
2203,Apurímac,Sierra Sur,2,1,2,2,0,2,0,0,2,0,3,0,6,1111
503,Ucayali,Selva,2,6,3,2,0,2,0,1,3,1,4,1,6,1113
3436,Ucayali,Selva,1,5,3,1,1,1,1,0,3,1,1,0,6,1112
1387,Ucayali,Selva,3,7,4,1,1,1,1,0,3,0,7,0,2,1105
7629,Ucayali,Selva,3,4,4,1,1,1,1,0,3,0,3,0,6,1109
7854,Ucayali,Selva,4,7,4,1,1,1,1,0,4,0,3,1,3,1102
4362,Ucayali,Selva,3,5,2,1,1,1,1,0,4,0,5,0,4,1101
1761,Ucayali,Selva,3,4,3,1,1,2,0,0,3,0,3,1,4,1103
6298,Ucayali,Selva,2,7,2,1,1,2,0,0,4,1,6,0,4,1104
4426,Ucayali,Selva,3,7,5,1,1,2,0,0,4,1,3,0,5,1106
5589,Ucayali,Selva,3,7,7,1,1,2,0,0,3,0,7,1,2,1103
9438,Ucayali,Selva,3,1,1,1,1,2,0,0,2,0,3,0,5,1113
7291,Ucayali,Selva,2,4,6,2,0,2,0,0,1,0,1,1,2,1101
2162,Ucayali,Selva,1,4,4,1,1,2,0,0,4,0,7,1,3,1106
924,Ayacucho,Sierra Sur,4,4,1,2,0,2,0,0,2,1,5,0,6,1115
9115,Ayacucho,Sierra Sur,1,3,2,1,1,2,0,0,4,1,1,1,4,1103
5706,Ayacucho,Sierra Sur,2,4,4,2,0,2,0,0,3,1,2,1,4,1103
778,Ayacucho,Sierra Sur,1,2,3,2,0,2,0,0,3,0,1,1,5,1112
8664,Ayacucho,Sierra Sur,1,1,3,1,1,2,0,0,2,0,1,0,6,1107
3779,Ayacucho,Sierra Sur,3,1,3,1,1,1,1,0,3,1,4,0,6,1113
9229,Ayacucho,Sierra Sur,5,1,1,2,0,2,0,0,2,0,5,1,6,1106
2841,Ayacucho,Sierra Sur,4,3,1,2,0,1,1,0,2,0,1,0,5,
681,Ayacucho,Sierra Sur,2,3,2,1,1,2,0,0,2,1,3,1,6,1112
1400,Ayacucho,Sierra Sur,2,1,3,2,0,2,0,0,3,0,1,0,6,1111
6465,Áncash,Sierra Norte,3,4,4,1,1,2,0,0,2,0,3,0,4,1108
1558,Áncash,Sierra Norte,1,1,3,2,0,2,0,0,1,0,7,1,2,1101
6347,Áncash,Sierra Norte,2,7,5,1,1,1,1,0,3,0,4,1,1,1104
5859,Áncash,Sierra Norte,3,4,5,2,0,2,0,0,3,0,3,1,6,1108
5450,Áncash,Sierra Norte,4,7,2,1,1,1,1,0,2,1,1,0,6,1111
8223,Áncash,Sierra Norte,5,6,4,1,1,2,0,0,2,1,2,0,2,1104
6462,Áncash,Sierra Norte,3,4,3,2,0,2,0,1,2,0,4,0,4,1105
1402,Áncash,Sierra Norte,1,2,3,1,1,2,0,0,2,0,5,1,2,1109
1324,Áncash,Sierra Norte,3,4,3,1,1,2,0,0,3,0,1,0,6,1111
7094,Áncash,Sierra Norte,3,2,2,1,1,2,0,0,3,0,6,0,6,1114
1525,Áncash,Sierra Norte,3,4,3,2,0,2,0,0,1,0,2,0,6,1103
4499,Áncash,Sierra Norte,2,3,5,2,0,2,0,0,4,1,1,0,6,1101
850,Áncash,Sierra Norte,4,3,5,2,0,2,0,0,1,0,3,1,3,1104
7395,Áncash,Sierra Norte,3,1,1,2,0,2,0,0,2,0,1,1,6,1106
5860,Áncash,Sierra Norte,3,5,3,1,1,2,0,0,2,0,5,1,4,1102
853,Áncash,Sierra Norte,3,1,4,1,1,2,0,0,3,0,5,0,6,1112
260,Áncash,Sierra Norte,3,2,2,1,1,2,0,0,3,1,3,0,5,1107
5551,Áncash,Sierra Norte,5,4,3,1,1,2,0,0,3,0,2,0,1,1102
3489,Áncash,Sierra Norte,3,6,3,1,1,1,1,0,3,1,6,1,4,1104
2884,Áncash,Sierra Norte,3,7,1,2,0,2,0,0,4,0,4,1,2,1105
8003,Áncash,Sierra Norte,3,5,2,1,1,2,0,0,3,0,6,1,2,1101
8215,Áncash,Sierra Norte,5,1,4,1,1,1,1,0,1,0,3,1,3,1107
7111,Áncash,Sierra Norte,4,5,4,2,0,2,0,0,2,0,3,0,4,1112
3574,Arequipa,Costa Sur,2,1,1,1,1,1,1,0,2,0,1,1,6,1103
5985,Arequipa,Costa Sur,2,4,3,1,1,1,1,0,3,0,4,1,6,1105
2521,Arequipa,Costa Sur,5,5,4,2,0,1,1,0,4,1,1,0,4,1105
5685,Arequipa,Costa Sur,2,1,7,2,0,2,0,0,3,0,1,0,6,1110
6845,Arequipa,Costa Sur,2,1,1,2,0,2,0,0,4,0,7,1,3,1105
2937,Arequipa,Costa Sur,3,1,3,2,0,2,0,0,4,1,3,0,6,
6201,Arequipa,Costa Sur,3,3,4,1,1,1,1,0,3,1,3,0,6,1105
1258,Arequipa,Costa Sur,2,2,1,2,0,2,0,0,2,0,2,0,6,1111
9900,Arequipa,Costa Sur,2,7,1,1,1,1,1,0,4,1,1,1,4,1106
9972,Arequipa,Costa Sur,2,2,5,2,0,2,0,0,3,1,3,1,5,1106
8803,Arequipa,Costa Sur,1,5,5,1,1,1,1,0,2,0,5,0,4,1104
5628,Arequipa,Costa Sur,3,3,1,1,1,1,1,0,3,1,1,1,6,1109
